"cytokine","ID","sex","group","day","value","LOD","NHP","virus"
"I.TAC",4806,"F","15 Mosquitos",3,41.06,32.04,"Squirrel","Zika virus"
"I.TAC",4728,"F","15 Mosquitos",4,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5013,"F","15 Mosquitos",3,79.51,32.04,"Squirrel","Zika virus"
"I.TAC",6311,"M","15 Mosquitos",1,42.45,32.04,"Squirrel","Zika virus"
"I.TAC",6359,"M","15 Mosquitos",8,35.01,32.04,"Squirrel","Zika virus"
"I.TAC",6518,"M","15 Mosquitos",-7,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5929,"F","Control",5,35.46,32.04,"Squirrel","Zika virus"
"I.TAC",4806,"F","15 Mosquitos",1,34.03,32.04,"Squirrel","Zika virus"
"I.TAC",5013,"F","15 Mosquitos",-7,80.86,32.04,"Squirrel","Zika virus"
"I.TAC",5013,"F","15 Mosquitos",1,72.72,32.04,"Squirrel","Zika virus"
"I.TAC",6347,"M","15 Mosquitos",28,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5730,"F","15 Mosquitos",8,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6311,"M","15 Mosquitos",-7,35.44,32.04,"Squirrel","Zika virus"
"I.TAC",5929,"F","Control",3,51.48,32.04,"Squirrel","Zika virus"
"I.TAC",5080,"F","Control",28,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",4728,"F","15 Mosquitos",8,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6311,"M","15 Mosquitos",3,63.18,32.04,"Squirrel","Zika virus"
"I.TAC",5080,"F","Control",4,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6359,"M","15 Mosquitos",28,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6359,"M","15 Mosquitos",2,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",4683,"F","15 Mosquitos",8,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6518,"M","15 Mosquitos",3,37.32,32.04,"Squirrel","Zika virus"
"I.TAC",4728,"F","15 Mosquitos",2,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5080,"F","Control",8,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5929,"F","Control",1,49.38,32.04,"Squirrel","Zika virus"
"I.TAC",6550,"M","15 Mosquitos",3,33.72,32.04,"Squirrel","Zika virus"
"I.TAC",4683,"F","15 Mosquitos",2,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6550,"M","15 Mosquitos",5,34.32,32.04,"Squirrel","Zika virus"
"I.TAC",5080,"F","Control",2,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5730,"F","15 Mosquitos",28,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",5730,"F","15 Mosquitos",2,32.04,32.04,"Squirrel","Zika virus"
"I.TAC",6518,"M","15 Mosquitos",5,40.92,32.04,"Squirrel","Zika virus"
"I.TAC",6311,"M","15 Mosquitos",5,55.62,32.04,"Squirrel","Zika virus"
"I.TAC",5013,"F","15 Mosquitos",5,82.21,32.04,"Squirrel","Zika virus"
"I.TAC",6347,"M","15 Mosquitos",2,32.04,32.04,"Squirrel","Zika virus"
"IFN.g",6347,"M","15 Mosquitos",28,123.67,15.43,"Squirrel","Zika virus"
"IFN.g",5013,"F","15 Mosquitos",7,777.68,15.43,"Squirrel","Zika virus"
"IFN.g",5080,"F","Control",28,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5929,"F","Control",7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6359,"M","15 Mosquitos",28,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6311,"M","15 Mosquitos",7,35.98,15.43,"Squirrel","Zika virus"
"IFN.g",6311,"M","15 Mosquitos",1,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4806,"F","15 Mosquitos",7,4633.13,15.43,"Squirrel","Zika virus"
"IFN.g",5013,"F","15 Mosquitos",1,533.67,15.43,"Squirrel","Zika virus"
"IFN.g",5730,"F","15 Mosquitos",28,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6518,"M","15 Mosquitos",7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6347,"M","15 Mosquitos",8,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6550,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6550,"M","15 Mosquitos",7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6359,"M","15 Mosquitos",2,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6359,"M","15 Mosquitos",4,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4806,"F","15 Mosquitos",1,2397.91,15.43,"Squirrel","Zika virus"
"IFN.g",4806,"F","15 Mosquitos",5,4351.87,15.43,"Squirrel","Zika virus"
"IFN.g",6347,"M","15 Mosquitos",4,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6359,"M","15 Mosquitos",8,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6518,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5929,"F","Control",5,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5730,"F","15 Mosquitos",2,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5730,"F","15 Mosquitos",4,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5080,"F","Control",8,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5929,"F","Control",1,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5730,"F","15 Mosquitos",8,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6311,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4728,"F","15 Mosquitos",4,231.31,15.43,"Squirrel","Zika virus"
"IFN.g",4728,"F","15 Mosquitos",-7,123.38,15.43,"Squirrel","Zika virus"
"IFN.g",4683,"F","15 Mosquitos",2,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5013,"F","15 Mosquitos",3,443,15.43,"Squirrel","Zika virus"
"IFN.g",4683,"F","15 Mosquitos",4,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4806,"F","15 Mosquitos",-7,939.09,15.43,"Squirrel","Zika virus"
"IFN.g",5080,"F","Control",4,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6518,"M","15 Mosquitos",1,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6311,"M","15 Mosquitos",5,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4683,"F","15 Mosquitos",8,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5013,"F","15 Mosquitos",-7,1097.07,15.43,"Squirrel","Zika virus"
"IFN.g",5929,"F","Control",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4728,"F","15 Mosquitos",2,291.14,15.43,"Squirrel","Zika virus"
"IFN.g",4806,"F","15 Mosquitos",3,3001.76,15.43,"Squirrel","Zika virus"
"IFN.g",6359,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6347,"M","15 Mosquitos",2,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4728,"F","15 Mosquitos",8,281.78,15.43,"Squirrel","Zika virus"
"IFN.g",6347,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6550,"M","15 Mosquitos",5,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5080,"F","Control",2,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5013,"F","15 Mosquitos",5,506.54,15.43,"Squirrel","Zika virus"
"IFN.g",6550,"M","15 Mosquitos",1,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5080,"F","Control",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5929,"F","Control",3,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6518,"M","15 Mosquitos",5,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",5730,"F","15 Mosquitos",-7,18.21,15.43,"Squirrel","Zika virus"
"IFN.g",6550,"M","15 Mosquitos",3,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6311,"M","15 Mosquitos",3,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",4683,"F","15 Mosquitos",-7,15.43,15.43,"Squirrel","Zika virus"
"IFN.g",6518,"M","15 Mosquitos",3,15.43,15.43,"Squirrel","Zika virus"
"IL.10",4728,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5013,"F","15 Mosquitos",1,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4806,"F","15 Mosquitos",1,46.4,13.57,"Squirrel","Zika virus"
"IL.10",4683,"F","15 Mosquitos",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5929,"F","Control",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6311,"M","15 Mosquitos",1,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6347,"M","15 Mosquitos",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5929,"F","Control",5,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4806,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5080,"F","Control",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6359,"M","15 Mosquitos",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6347,"M","15 Mosquitos",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6311,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4728,"F","15 Mosquitos",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4806,"F","15 Mosquitos",5,180.05,13.57,"Squirrel","Zika virus"
"IL.10",5013,"F","15 Mosquitos",3,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6359,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6518,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6359,"M","15 Mosquitos",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6550,"M","15 Mosquitos",7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5080,"F","Control",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6347,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5730,"F","15 Mosquitos",4,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5730,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6359,"M","15 Mosquitos",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5013,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4806,"F","15 Mosquitos",3,71.81,13.57,"Squirrel","Zika virus"
"IL.10",5929,"F","Control",1,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5730,"F","15 Mosquitos",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6518,"M","15 Mosquitos",7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6550,"M","15 Mosquitos",5,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5080,"F","Control",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4683,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5730,"F","15 Mosquitos",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6518,"M","15 Mosquitos",1,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5013,"F","15 Mosquitos",7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6550,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4683,"F","15 Mosquitos",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6550,"M","15 Mosquitos",1,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6311,"M","15 Mosquitos",7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6518,"M","15 Mosquitos",5,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6550,"M","15 Mosquitos",3,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4683,"F","15 Mosquitos",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4806,"F","15 Mosquitos",7,267.55,13.57,"Squirrel","Zika virus"
"IL.10",5080,"F","Control",28,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4728,"F","15 Mosquitos",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6311,"M","15 Mosquitos",5,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6518,"M","15 Mosquitos",3,13.57,13.57,"Squirrel","Zika virus"
"IL.10",4728,"F","15 Mosquitos",2,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5080,"F","Control",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6347,"M","15 Mosquitos",28,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5929,"F","Control",3,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5929,"F","Control",7,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5013,"F","15 Mosquitos",5,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6311,"M","15 Mosquitos",3,13.57,13.57,"Squirrel","Zika virus"
"IL.10",5730,"F","15 Mosquitos",28,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6347,"M","15 Mosquitos",8,13.57,13.57,"Squirrel","Zika virus"
"IL.10",6359,"M","15 Mosquitos",28,13.57,13.57,"Squirrel","Zika virus"
"IL.12",5929,"F","Control",1,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5730,"F","15 Mosquitos",8,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6359,"M","15 Mosquitos",8,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5929,"F","Control",7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4683,"F","15 Mosquitos",8,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5080,"F","Control",8,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5013,"F","15 Mosquitos",1,1701.35,110.63,"Squirrel","Zika virus"
"IL.12",6347,"M","15 Mosquitos",28,209.71,110.63,"Squirrel","Zika virus"
"IL.12",6311,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6347,"M","15 Mosquitos",4,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6347,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6311,"M","15 Mosquitos",1,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6518,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4683,"F","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5730,"F","15 Mosquitos",28,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4728,"F","15 Mosquitos",8,639.24,110.63,"Squirrel","Zika virus"
"IL.12",4806,"F","15 Mosquitos",-7,305.99,110.63,"Squirrel","Zika virus"
"IL.12",6550,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5730,"F","15 Mosquitos",4,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5730,"F","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4806,"F","15 Mosquitos",1,531.57,110.63,"Squirrel","Zika virus"
"IL.12",6359,"M","15 Mosquitos",28,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5013,"F","15 Mosquitos",-7,3723.2,110.63,"Squirrel","Zika virus"
"IL.12",6359,"M","15 Mosquitos",4,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6359,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6347,"M","15 Mosquitos",2,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4728,"F","15 Mosquitos",-7,161.94,110.63,"Squirrel","Zika virus"
"IL.12",6518,"M","15 Mosquitos",7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5013,"F","15 Mosquitos",3,1395.21,110.63,"Squirrel","Zika virus"
"IL.12",6550,"M","15 Mosquitos",5,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4683,"F","15 Mosquitos",4,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5730,"F","15 Mosquitos",2,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6359,"M","15 Mosquitos",2,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5929,"F","Control",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6311,"M","15 Mosquitos",7,335.88,110.63,"Squirrel","Zika virus"
"IL.12",4806,"F","15 Mosquitos",3,878.52,110.63,"Squirrel","Zika virus"
"IL.12",6518,"M","15 Mosquitos",5,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4728,"F","15 Mosquitos",4,316.86,110.63,"Squirrel","Zika virus"
"IL.12",4683,"F","15 Mosquitos",2,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4806,"F","15 Mosquitos",7,2055.75,110.63,"Squirrel","Zika virus"
"IL.12",5080,"F","Control",28,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5080,"F","Control",2,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5929,"F","Control",5,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6550,"M","15 Mosquitos",7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5080,"F","Control",4,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5080,"F","Control",-7,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6550,"M","15 Mosquitos",1,110.63,110.63,"Squirrel","Zika virus"
"IL.12",5013,"F","15 Mosquitos",7,3187.7,110.63,"Squirrel","Zika virus"
"IL.12",6518,"M","15 Mosquitos",1,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6347,"M","15 Mosquitos",8,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6311,"M","15 Mosquitos",5,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4728,"F","15 Mosquitos",2,491.58,110.63,"Squirrel","Zika virus"
"IL.12",5013,"F","15 Mosquitos",5,1383.45,110.63,"Squirrel","Zika virus"
"IL.12",6550,"M","15 Mosquitos",3,110.63,110.63,"Squirrel","Zika virus"
"IL.12",4806,"F","15 Mosquitos",5,2263.13,110.63,"Squirrel","Zika virus"
"IL.12",5929,"F","Control",3,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6518,"M","15 Mosquitos",3,110.63,110.63,"Squirrel","Zika virus"
"IL.12",6311,"M","15 Mosquitos",3,110.63,110.63,"Squirrel","Zika virus"
"IL.15",5929,"F","Control",1,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6359,"M","15 Mosquitos",2,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6359,"M","15 Mosquitos",8,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6518,"M","15 Mosquitos",3,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5730,"F","15 Mosquitos",8,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4683,"F","15 Mosquitos",2,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4728,"F","15 Mosquitos",2,483.64,76.04,"Squirrel","Zika virus"
"IL.15",5080,"F","Control",2,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6550,"M","15 Mosquitos",3,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5730,"F","15 Mosquitos",2,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6311,"M","15 Mosquitos",3,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5013,"F","15 Mosquitos",3,334.09,76.04,"Squirrel","Zika virus"
"IL.15",5929,"F","Control",7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5080,"F","Control",28,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4683,"F","15 Mosquitos",8,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4806,"F","15 Mosquitos",3,2197.43,76.04,"Squirrel","Zika virus"
"IL.15",5013,"F","15 Mosquitos",1,520.22,76.04,"Squirrel","Zika virus"
"IL.15",6347,"M","15 Mosquitos",2,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4806,"F","15 Mosquitos",5,3845.04,76.04,"Squirrel","Zika virus"
"IL.15",4728,"F","15 Mosquitos",-7,216.51,76.04,"Squirrel","Zika virus"
"IL.15",6311,"M","15 Mosquitos",1,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5929,"F","Control",5,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6550,"M","15 Mosquitos",7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4728,"F","15 Mosquitos",8,504.29,76.04,"Squirrel","Zika virus"
"IL.15",4806,"F","15 Mosquitos",1,1892.28,76.04,"Squirrel","Zika virus"
"IL.15",6550,"M","15 Mosquitos",1,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5929,"F","Control",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6311,"M","15 Mosquitos",7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5080,"F","Control",8,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6359,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6347,"M","15 Mosquitos",28,387.34,76.04,"Squirrel","Zika virus"
"IL.15",6518,"M","15 Mosquitos",7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6347,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4806,"F","15 Mosquitos",7,4735.3,76.04,"Squirrel","Zika virus"
"IL.15",6518,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4683,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6518,"M","15 Mosquitos",1,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5080,"F","Control",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5013,"F","15 Mosquitos",7,665.59,76.04,"Squirrel","Zika virus"
"IL.15",6550,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5730,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6359,"M","15 Mosquitos",28,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6550,"M","15 Mosquitos",5,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6311,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5929,"F","Control",3,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5080,"F","Control",4,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6347,"M","15 Mosquitos",8,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6311,"M","15 Mosquitos",5,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5730,"F","15 Mosquitos",28,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4728,"F","15 Mosquitos",4,368.84,76.04,"Squirrel","Zika virus"
"IL.15",6359,"M","15 Mosquitos",4,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6518,"M","15 Mosquitos",5,76.04,76.04,"Squirrel","Zika virus"
"IL.15",6347,"M","15 Mosquitos",4,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5013,"F","15 Mosquitos",-7,1311.39,76.04,"Squirrel","Zika virus"
"IL.15",5013,"F","15 Mosquitos",5,455.03,76.04,"Squirrel","Zika virus"
"IL.15",4683,"F","15 Mosquitos",4,76.04,76.04,"Squirrel","Zika virus"
"IL.15",5730,"F","15 Mosquitos",4,76.04,76.04,"Squirrel","Zika virus"
"IL.15",4806,"F","15 Mosquitos",-7,316.75,76.04,"Squirrel","Zika virus"
"IL.17",4806,"F","15 Mosquitos",1,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6359,"M","15 Mosquitos",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5013,"F","15 Mosquitos",1,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5080,"F","Control",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4683,"F","15 Mosquitos",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5730,"F","15 Mosquitos",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5929,"F","Control",5,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6311,"M","15 Mosquitos",1,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6359,"M","15 Mosquitos",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6359,"M","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5929,"F","Control",1,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5730,"F","15 Mosquitos",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4728,"F","15 Mosquitos",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6347,"M","15 Mosquitos",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5013,"F","15 Mosquitos",3,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6347,"M","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6518,"M","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4683,"F","15 Mosquitos",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4728,"F","15 Mosquitos",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5929,"F","Control",7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6347,"M","15 Mosquitos",8,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5730,"F","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4683,"F","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4806,"F","15 Mosquitos",3,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6347,"M","15 Mosquitos",28,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6311,"M","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4728,"F","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6518,"M","15 Mosquitos",7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4683,"F","15 Mosquitos",2,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5080,"F","Control",2,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5730,"F","15 Mosquitos",2,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5080,"F","Control",4,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5013,"F","15 Mosquitos",7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6359,"M","15 Mosquitos",28,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5013,"F","15 Mosquitos",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5929,"F","Control",-7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6311,"M","15 Mosquitos",7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4728,"F","15 Mosquitos",2,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6518,"M","15 Mosquitos",5,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6347,"M","15 Mosquitos",2,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6550,"M","15 Mosquitos",3,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6550,"M","15 Mosquitos",5,31.32,31.32,"Squirrel","Zika virus"
"IL.17",4806,"F","15 Mosquitos",7,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5080,"F","Control",28,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5013,"F","15 Mosquitos",5,31.32,31.32,"Squirrel","Zika virus"
"IL.17",5730,"F","15 Mosquitos",28,31.32,31.32,"Squirrel","Zika virus"
"IL.17",6311,"M","15 Mosquitos",3,31.32,31.32,"Squirrel","Zika virus"
