"cytokine","ID","sex","group","day","value","LOD","NHP","virus"
"I.TAC",6363,"M","15 Mosquitos",4,32.64,32.04,"Squirrel","Dengue virus"
"I.TAC",5045,"F","15 Mosquitos",7,58.34,32.04,"Squirrel","Dengue virus"
"I.TAC",5910,"F","15 Mosquitos",-7,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",6541,"M","Control",-7,36.12,32.04,"Squirrel","Dengue virus"
"I.TAC",6401,"M","15 Mosquitos",-7,72.04,32.04,"Squirrel","Dengue virus"
"I.TAC",4872,"F","15 Mosquitos",7,40.32,32.04,"Squirrel","Dengue virus"
"I.TAC",6552,"M","15 Mosquitos",4,35.46,32.04,"Squirrel","Dengue virus"
"I.TAC",6242,"F","15 Mosquitos",-7,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",6242,"F","15 Mosquitos",4,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",6314,"M","15 Mosquitos",7,62.89,32.04,"Squirrel","Dengue virus"
"I.TAC",6314,"M","15 Mosquitos",1,59.48,32.04,"Squirrel","Dengue virus"
"I.TAC",4872,"F","15 Mosquitos",-7,49.7,32.04,"Squirrel","Dengue virus"
"I.TAC",6519,"M","15 Mosquitos",1,47.37,32.04,"Squirrel","Dengue virus"
"I.TAC",6541,"M","Control",7,44.46,32.04,"Squirrel","Dengue virus"
"I.TAC",6401,"M","15 Mosquitos",8,39.66,32.04,"Squirrel","Dengue virus"
"I.TAC",6314,"M","15 Mosquitos",-7,61.19,32.04,"Squirrel","Dengue virus"
"I.TAC",4872,"F","15 Mosquitos",3,43.26,32.04,"Squirrel","Dengue virus"
"I.TAC",5910,"F","15 Mosquitos",4,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",6242,"F","15 Mosquitos",28,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",5045,"F","15 Mosquitos",3,54.33,32.04,"Squirrel","Dengue virus"
"I.TAC",4516,"F","15 Mosquitos",1,46.79,32.04,"Squirrel","Dengue virus"
"I.TAC",6363,"M","15 Mosquitos",8,93.66,32.04,"Squirrel","Dengue virus"
"I.TAC",6519,"M","15 Mosquitos",-7,50.86,32.04,"Squirrel","Dengue virus"
"I.TAC",6541,"M","Control",5,45.6,32.04,"Squirrel","Dengue virus"
"I.TAC",4872,"F","15 Mosquitos",1,38.52,32.04,"Squirrel","Dengue virus"
"I.TAC",5045,"F","15 Mosquitos",-7,67.41,32.04,"Squirrel","Dengue virus"
"I.TAC",5910,"F","15 Mosquitos",28,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",5045,"F","15 Mosquitos",1,47.37,32.04,"Squirrel","Dengue virus"
"I.TAC",6401,"M","15 Mosquitos",28,47.34,32.04,"Squirrel","Dengue virus"
"I.TAC",6552,"M","15 Mosquitos",8,46.62,32.04,"Squirrel","Dengue virus"
"I.TAC",4516,"F","15 Mosquitos",-7,40.9,32.04,"Squirrel","Dengue virus"
"I.TAC",6541,"M","Control",3,42.06,32.04,"Squirrel","Dengue virus"
"I.TAC",6321,"M","Control",28,56.31,32.04,"Squirrel","Dengue virus"
"I.TAC",5910,"F","15 Mosquitos",8,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",4516,"F","15 Mosquitos",3,62.89,32.04,"Squirrel","Dengue virus"
"I.TAC",6321,"M","Control",4,51.48,32.04,"Squirrel","Dengue virus"
"I.TAC",6363,"M","15 Mosquitos",28,38.94,32.04,"Squirrel","Dengue virus"
"I.TAC",6363,"M","15 Mosquitos",2,48,32.04,"Squirrel","Dengue virus"
"I.TAC",6242,"F","15 Mosquitos",8,35.01,32.04,"Squirrel","Dengue virus"
"I.TAC",6519,"M","15 Mosquitos",3,58.91,32.04,"Squirrel","Dengue virus"
"I.TAC",5910,"F","15 Mosquitos",2,32.04,32.04,"Squirrel","Dengue virus"
"I.TAC",6321,"M","Control",8,48.71,32.04,"Squirrel","Dengue virus"
"I.TAC",6541,"M","Control",1,47.94,32.04,"Squirrel","Dengue virus"
"I.TAC",6314,"M","15 Mosquitos",3,59.48,32.04,"Squirrel","Dengue virus"
"I.TAC",6242,"F","15 Mosquitos",2,60.3,32.04,"Squirrel","Dengue virus"
"I.TAC",6314,"M","15 Mosquitos",5,70.22,32.04,"Squirrel","Dengue virus"
"I.TAC",6321,"M","Control",2,56.31,32.04,"Squirrel","Dengue virus"
"I.TAC",6552,"M","15 Mosquitos",28,39.66,32.04,"Squirrel","Dengue virus"
"I.TAC",6552,"M","15 Mosquitos",2,35.46,32.04,"Squirrel","Dengue virus"
"I.TAC",6519,"M","15 Mosquitos",5,46.79,32.04,"Squirrel","Dengue virus"
"I.TAC",4516,"F","15 Mosquitos",5,49.12,32.04,"Squirrel","Dengue virus"
"I.TAC",5045,"F","15 Mosquitos",5,54.33,32.04,"Squirrel","Dengue virus"
"I.TAC",6401,"M","15 Mosquitos",2,39.66,32.04,"Squirrel","Dengue virus"
"IFN.g",6401,"M","15 Mosquitos",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5045,"F","15 Mosquitos",7,108.84,15.43,"Squirrel","Dengue virus"
"IFN.g",5910,"F","15 Mosquitos",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6321,"M","Control",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6541,"M","Control",7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6363,"M","15 Mosquitos",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4516,"F","15 Mosquitos",7,193.46,15.43,"Squirrel","Dengue virus"
"IFN.g",4516,"F","15 Mosquitos",1,477.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4872,"F","15 Mosquitos",7,265.56,15.43,"Squirrel","Dengue virus"
"IFN.g",5045,"F","15 Mosquitos",1,74.97,15.43,"Squirrel","Dengue virus"
"IFN.g",6242,"F","15 Mosquitos",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6552,"M","15 Mosquitos",28,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6519,"M","15 Mosquitos",7,489.29,15.43,"Squirrel","Dengue virus"
"IFN.g",6401,"M","15 Mosquitos",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6314,"M","15 Mosquitos",-7,6824.55,15.43,"Squirrel","Dengue virus"
"IFN.g",6314,"M","15 Mosquitos",7,7273.35,15.43,"Squirrel","Dengue virus"
"IFN.g",6363,"M","15 Mosquitos",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6363,"M","15 Mosquitos",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4872,"F","15 Mosquitos",1,217.91,15.43,"Squirrel","Dengue virus"
"IFN.g",4872,"F","15 Mosquitos",5,229.15,15.43,"Squirrel","Dengue virus"
"IFN.g",6401,"M","15 Mosquitos",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6363,"M","15 Mosquitos",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6519,"M","15 Mosquitos",-7,1085.07,15.43,"Squirrel","Dengue virus"
"IFN.g",6541,"M","Control",5,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6552,"M","15 Mosquitos",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6552,"M","15 Mosquitos",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6321,"M","Control",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6541,"M","Control",1,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6552,"M","15 Mosquitos",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4516,"F","15 Mosquitos",-7,842.94,15.43,"Squirrel","Dengue virus"
"IFN.g",5910,"F","15 Mosquitos",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5910,"F","15 Mosquitos",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6242,"F","15 Mosquitos",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5045,"F","15 Mosquitos",3,63.25,15.43,"Squirrel","Dengue virus"
"IFN.g",6242,"F","15 Mosquitos",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4872,"F","15 Mosquitos",-7,137.56,15.43,"Squirrel","Dengue virus"
"IFN.g",6321,"M","Control",4,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6519,"M","15 Mosquitos",1,946.47,15.43,"Squirrel","Dengue virus"
"IFN.g",4516,"F","15 Mosquitos",5,277.68,15.43,"Squirrel","Dengue virus"
"IFN.g",6242,"F","15 Mosquitos",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5045,"F","15 Mosquitos",-7,112.68,15.43,"Squirrel","Dengue virus"
"IFN.g",6541,"M","Control",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5910,"F","15 Mosquitos",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",4872,"F","15 Mosquitos",3,250.66,15.43,"Squirrel","Dengue virus"
"IFN.g",6363,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6401,"M","15 Mosquitos",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5910,"F","15 Mosquitos",8,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6401,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6314,"M","15 Mosquitos",5,7528.42,15.43,"Squirrel","Dengue virus"
"IFN.g",6321,"M","Control",2,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",5045,"F","15 Mosquitos",5,45.51,15.43,"Squirrel","Dengue virus"
"IFN.g",6314,"M","15 Mosquitos",1,7831.95,15.43,"Squirrel","Dengue virus"
"IFN.g",6321,"M","Control",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6541,"M","Control",3,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6519,"M","15 Mosquitos",5,587.42,15.43,"Squirrel","Dengue virus"
"IFN.g",6552,"M","15 Mosquitos",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6314,"M","15 Mosquitos",3,7603.72,15.43,"Squirrel","Dengue virus"
"IFN.g",4516,"F","15 Mosquitos",3,337.93,15.43,"Squirrel","Dengue virus"
"IFN.g",6242,"F","15 Mosquitos",-7,15.43,15.43,"Squirrel","Dengue virus"
"IFN.g",6519,"M","15 Mosquitos",3,1032.73,15.43,"Squirrel","Dengue virus"
"IL.10",5910,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5045,"F","15 Mosquitos",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4872,"F","15 Mosquitos",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6242,"F","15 Mosquitos",4,19.09,13.57,"Squirrel","Dengue virus"
"IL.10",6541,"M","Control",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4516,"F","15 Mosquitos",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6401,"M","15 Mosquitos",4,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6541,"M","Control",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4872,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6321,"M","Control",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6363,"M","15 Mosquitos",4,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6401,"M","15 Mosquitos",2,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4516,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5910,"F","15 Mosquitos",4,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4872,"F","15 Mosquitos",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5045,"F","15 Mosquitos",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6363,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6519,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6363,"M","15 Mosquitos",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6314,"M","15 Mosquitos",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6321,"M","Control",4,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6401,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6552,"M","15 Mosquitos",4,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6552,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6363,"M","15 Mosquitos",2,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5045,"F","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4872,"F","15 Mosquitos",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6541,"M","Control",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6552,"M","15 Mosquitos",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6519,"M","15 Mosquitos",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6242,"F","15 Mosquitos",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6314,"M","15 Mosquitos",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6321,"M","Control",2,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6242,"F","15 Mosquitos",-7,13.64,13.57,"Squirrel","Dengue virus"
"IL.10",6552,"M","15 Mosquitos",2,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6519,"M","15 Mosquitos",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5045,"F","15 Mosquitos",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6314,"M","15 Mosquitos",-7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6242,"F","15 Mosquitos",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6314,"M","15 Mosquitos",1,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4516,"F","15 Mosquitos",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5910,"F","15 Mosquitos",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6519,"M","15 Mosquitos",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6314,"M","15 Mosquitos",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6242,"F","15 Mosquitos",2,19.67,13.57,"Squirrel","Dengue virus"
"IL.10",4872,"F","15 Mosquitos",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6321,"M","Control",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5910,"F","15 Mosquitos",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4516,"F","15 Mosquitos",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6519,"M","15 Mosquitos",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5910,"F","15 Mosquitos",2,13.99,13.57,"Squirrel","Dengue virus"
"IL.10",6321,"M","Control",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6401,"M","15 Mosquitos",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6541,"M","Control",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6541,"M","Control",7,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",5045,"F","15 Mosquitos",5,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",4516,"F","15 Mosquitos",3,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6552,"M","15 Mosquitos",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6401,"M","15 Mosquitos",8,13.57,13.57,"Squirrel","Dengue virus"
"IL.10",6363,"M","15 Mosquitos",28,13.57,13.57,"Squirrel","Dengue virus"
"IL.12",6541,"M","Control",1,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6552,"M","15 Mosquitos",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6363,"M","15 Mosquitos",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6541,"M","Control",7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6242,"F","15 Mosquitos",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6321,"M","Control",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5045,"F","15 Mosquitos",1,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6401,"M","15 Mosquitos",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4516,"F","15 Mosquitos",-7,1129.93,110.63,"Squirrel","Dengue virus"
"IL.12",6401,"M","15 Mosquitos",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6401,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4516,"F","15 Mosquitos",1,859.14,110.63,"Squirrel","Dengue virus"
"IL.12",6519,"M","15 Mosquitos",-7,2646.42,110.63,"Squirrel","Dengue virus"
"IL.12",6242,"F","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6552,"M","15 Mosquitos",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5910,"F","15 Mosquitos",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4872,"F","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6314,"M","15 Mosquitos",-7,2204.71,110.63,"Squirrel","Dengue virus"
"IL.12",6552,"M","15 Mosquitos",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6552,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4872,"F","15 Mosquitos",1,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6363,"M","15 Mosquitos",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5045,"F","15 Mosquitos",-7,211.74,110.63,"Squirrel","Dengue virus"
"IL.12",6363,"M","15 Mosquitos",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6363,"M","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6401,"M","15 Mosquitos",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5910,"F","15 Mosquitos",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6519,"M","15 Mosquitos",7,604.97,110.63,"Squirrel","Dengue virus"
"IL.12",6242,"F","15 Mosquitos",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5045,"F","15 Mosquitos",3,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6314,"M","15 Mosquitos",5,2759.03,110.63,"Squirrel","Dengue virus"
"IL.12",6242,"F","15 Mosquitos",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6552,"M","15 Mosquitos",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6363,"M","15 Mosquitos",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6541,"M","Control",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4516,"F","15 Mosquitos",7,425.01,110.63,"Squirrel","Dengue virus"
"IL.12",5910,"F","15 Mosquitos",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4872,"F","15 Mosquitos",3,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6519,"M","15 Mosquitos",5,976.01,110.63,"Squirrel","Dengue virus"
"IL.12",5910,"F","15 Mosquitos",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6242,"F","15 Mosquitos",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4872,"F","15 Mosquitos",7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6321,"M","Control",28,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6321,"M","Control",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6541,"M","Control",5,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6314,"M","15 Mosquitos",7,2954.5,110.63,"Squirrel","Dengue virus"
"IL.12",6321,"M","Control",4,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6321,"M","Control",-7,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6314,"M","15 Mosquitos",1,2804.11,110.63,"Squirrel","Dengue virus"
"IL.12",5045,"F","15 Mosquitos",7,190.64,110.63,"Squirrel","Dengue virus"
"IL.12",6519,"M","15 Mosquitos",1,1928.83,110.63,"Squirrel","Dengue virus"
"IL.12",6401,"M","15 Mosquitos",8,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",4516,"F","15 Mosquitos",5,468.05,110.63,"Squirrel","Dengue virus"
"IL.12",5910,"F","15 Mosquitos",2,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",5045,"F","15 Mosquitos",5,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6314,"M","15 Mosquitos",3,2751.52,110.63,"Squirrel","Dengue virus"
"IL.12",4872,"F","15 Mosquitos",5,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6541,"M","Control",3,110.63,110.63,"Squirrel","Dengue virus"
"IL.12",6519,"M","15 Mosquitos",3,1728.14,110.63,"Squirrel","Dengue virus"
"IL.12",4516,"F","15 Mosquitos",3,641.13,110.63,"Squirrel","Dengue virus"
"IL.15",5910,"F","15 Mosquitos",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6541,"M","Control",1,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6363,"M","15 Mosquitos",2,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6363,"M","15 Mosquitos",8,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6519,"M","15 Mosquitos",3,523.69,76.04,"Squirrel","Dengue virus"
"IL.15",6552,"M","15 Mosquitos",8,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6242,"F","15 Mosquitos",2,296.15,76.04,"Squirrel","Dengue virus"
"IL.15",5910,"F","15 Mosquitos",2,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6321,"M","Control",2,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6314,"M","15 Mosquitos",3,4927.67,76.04,"Squirrel","Dengue virus"
"IL.15",6552,"M","15 Mosquitos",2,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4516,"F","15 Mosquitos",3,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6242,"F","15 Mosquitos",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5045,"F","15 Mosquitos",3,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6541,"M","Control",7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6321,"M","Control",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6242,"F","15 Mosquitos",8,162.3,76.04,"Squirrel","Dengue virus"
"IL.15",4872,"F","15 Mosquitos",3,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5045,"F","15 Mosquitos",1,104.95,76.04,"Squirrel","Dengue virus"
"IL.15",6401,"M","15 Mosquitos",2,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4872,"F","15 Mosquitos",5,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5910,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4516,"F","15 Mosquitos",1,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6541,"M","Control",5,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6314,"M","15 Mosquitos",7,4588.84,76.04,"Squirrel","Dengue virus"
"IL.15",5910,"F","15 Mosquitos",8,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4872,"F","15 Mosquitos",1,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6314,"M","15 Mosquitos",1,5130.47,76.04,"Squirrel","Dengue virus"
"IL.15",6541,"M","Control",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4516,"F","15 Mosquitos",7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6321,"M","Control",8,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6363,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6401,"M","15 Mosquitos",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6519,"M","15 Mosquitos",7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6401,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4872,"F","15 Mosquitos",7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6519,"M","15 Mosquitos",-7,941.86,76.04,"Squirrel","Dengue virus"
"IL.15",6242,"F","15 Mosquitos",-7,178.76,76.04,"Squirrel","Dengue virus"
"IL.15",6519,"M","15 Mosquitos",1,621.65,76.04,"Squirrel","Dengue virus"
"IL.15",6321,"M","Control",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5045,"F","15 Mosquitos",7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6314,"M","15 Mosquitos",-7,4481.65,76.04,"Squirrel","Dengue virus"
"IL.15",6552,"M","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6363,"M","15 Mosquitos",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6314,"M","15 Mosquitos",5,4746.46,76.04,"Squirrel","Dengue virus"
"IL.15",4516,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6541,"M","Control",3,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6321,"M","Control",4,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6401,"M","15 Mosquitos",8,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4516,"F","15 Mosquitos",5,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6552,"M","15 Mosquitos",28,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5910,"F","15 Mosquitos",4,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6363,"M","15 Mosquitos",4,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6519,"M","15 Mosquitos",5,252.92,76.04,"Squirrel","Dengue virus"
"IL.15",6401,"M","15 Mosquitos",4,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5045,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",5045,"F","15 Mosquitos",5,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",6242,"F","15 Mosquitos",4,247.55,76.04,"Squirrel","Dengue virus"
"IL.15",6552,"M","15 Mosquitos",4,76.04,76.04,"Squirrel","Dengue virus"
"IL.15",4872,"F","15 Mosquitos",-7,76.04,76.04,"Squirrel","Dengue virus"
"IL.17",4872,"F","15 Mosquitos",1,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6363,"M","15 Mosquitos",8,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",5045,"F","15 Mosquitos",1,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6321,"M","Control",8,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6242,"F","15 Mosquitos",4,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6552,"M","15 Mosquitos",4,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6541,"M","Control",5,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",4516,"F","15 Mosquitos",1,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6363,"M","15 Mosquitos",4,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6363,"M","15 Mosquitos",-7,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6541,"M","Control",1,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",6552,"M","15 Mosquitos",8,31.32,31.32,"Squirrel","Dengue virus"
"IL.17",5910,"F","15 Mosquitos",4,31.32,31.32,"Squirrel","Dengue virus"
