"ID","group","day","cytokine","sex","value","LOD","fold_change_baseline","NHP","virus","perc_nk_cells","nb_nk_cells"
"BC116A","10 Mosquitos",-7,"GM.CSF","M",12.88,12.88,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MIF","M",130.78,5.06,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"TNF.alpha","M",14.57,14.2,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MCP.1","M",724.03,20.12,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"EGF","M",28.12,3.41,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"HGF","M",88.33,74.94,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.6","M",11.18,7.71,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MIP.1B","M",64.86,32.55,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"TGFbeta","M",41.09,3.3,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"RANTES","M",4421.03,9.09,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.RA","M",203.66,55.74,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"Eotaxin","M",113.29,2.64,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"I.TAC","M",160.18,32.66,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"IL.12","M",863.06,112.39,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",-7,"MDC","M",981.73,286.83,1,"Cyno","Dengue virus",NA,NA
"BC116A","10 Mosquitos",1,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MIP.1B","M",67.93,32.55,1.04733271662041,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.6","M",10.11,7.71,0.904293381037567,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"GM.CSF","M",13.94,12.88,1.08229813664596,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IFN.g","M",30.01,14.44,2.07825484764543,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MIF","M",161.47,5.06,1.23466890961921,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"EGF","M",70.03,3.41,2.49039829302987,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MDC","M",1296.41,286.83,1.32053619630652,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"TGFbeta","M",56.98,3.3,1.38671209540034,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"Eotaxin","M",64.07,2.64,0.565539765204343,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"TNF.alpha","M",15.78,14.2,1.08304735758408,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.12","M",943.4,112.39,1.0930873867402,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"HGF","M",351.72,74.94,3.98188610890977,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.RA","M",247.33,55.74,1.21442600412452,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"RANTES","M",5331.45,9.09,1.20592938749567,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MCP.1","M",549.39,20.12,0.758794525088739,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"I.TAC","M",157.2,32.66,0.981395929579223,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",1,"MIP.1a","M",38.27,28.54,1.34092501751927,"Cyno","Dengue virus",2.1,628
"BC116A","10 Mosquitos",2,"MDC","M",1247.53,286.83,1.27074653927251,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.12","M",822.95,112.39,0.953525826709615,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"I.TAC","M",187.53,32.66,1.17074541141216,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"TGFbeta","M",57.62,3.3,1.40228766123144,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"MIP.1B","M",55.57,32.55,0.856768424298489,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"HGF","M",382.2,74.94,4.32695573417865,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.6","M",8.73,7.71,0.780858676207513,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"MIP.1a","M",32.54,28.54,1.14015416958655,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"EGF","M",71.42,3.41,2.5398293029872,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"MCP.1","M",395.02,20.12,0.545585127688079,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.RA","M",201.53,55.74,0.98954139251694,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"TNF.alpha","M",17.4,14.2,1.19423472889499,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"MIF","M",184.05,5.06,1.40732527909466,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"RANTES","M",6230.68,9.09,1.40932769060604,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"GM.CSF","M",13.47,12.88,1.04580745341615,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"Eotaxin","M",71.09,2.64,0.627504634124812,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",2,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",2.2,681
"BC116A","10 Mosquitos",28,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.RA","M",97.8,55.74,0.480212118236276,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MDC","M",914.86,286.83,0.931885548979862,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"RANTES","M",2974.25,9.09,0.672750467651203,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MCP.1","M",362.75,20.12,0.501015151305885,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"HGF","M",74.94,74.94,0.848409373938639,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"I.TAC","M",130.27,32.66,0.813272568360594,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"TNF.alpha","M",14.2,14.2,0.974605353466026,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MIP.1B","M",37.83,32.55,0.583256244218316,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"TGFbeta","M",26.46,3.3,0.643952299829642,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.6","M",8.77,7.71,0.784436493738819,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"GM.CSF","M",14.18,12.88,1.10093167701863,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"IL.12","M",526.36,112.39,0.609876485991704,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"Eotaxin","M",97.06,2.64,0.856739341512931,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"EGF","M",31.29,3.41,1.11273115220484,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",28,"MIF","M",66.05,5.06,0.505046643217617,"Cyno","Dengue virus",3.7,1097
"BC116A","10 Mosquitos",3,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"EGF","M",30.1,3.41,1.07041251778094,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"MDC","M",944.71,286.83,0.962291057622768,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"I.TAC","M",237.18,32.66,1.48070920214758,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.12","M",760,112.39,0.880587676407202,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"HGF","M",249.9,74.94,2.82916336465527,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"TNF.alpha","M",14.2,14.2,0.974605353466026,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"MCP.1","M",369.28,20.12,0.510034114608511,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.RA","M",246.33,55.74,1.20951585976628,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"TGFbeta","M",34.31,3.3,0.834996349476758,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"MIF","M",403.45,5.06,3.08495182749656,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"GM.CSF","M",13.7,12.88,1.06366459627329,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"Eotaxin","M",97.76,2.64,0.862918174596169,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"MIP.1B","M",44.2,32.55,0.681467776749923,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"RANTES","M",3109.45,9.09,0.703331576578309,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"IL.6","M",8.31,7.71,0.743291592128801,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",3,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",2.8,853
"BC116A","10 Mosquitos",4,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MIP.1B","M",38.23,32.55,0.589423373419673,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MIF","M",112.64,5.06,0.861293775806698,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"HGF","M",159.08,74.94,1.8009736216461,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"Eotaxin","M",63.85,2.64,0.563597846235325,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"RANTES","M",2888.09,9.09,0.653261796459196,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"EGF","M",32.65,3.41,1.16109530583215,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"TNF.alpha","M",14.2,14.2,0.974605353466026,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.6","M",8.68,7.71,0.776386404293381,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"I.TAC","M",154.23,32.66,0.962854288924959,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MDC","M",929.81,286.83,0.947113768551435,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"TGFbeta","M",30.23,3.3,0.73570211730348,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MCP.1","M",397.14,20.12,0.548513183155394,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.12","M",737.13,112.39,0.854088939355317,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"GM.CSF","M",13.11,12.88,1.01785714285714,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.RA","M",169.23,55.74,0.830943729745654,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",4,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",2.6,776
"BC116A","10 Mosquitos",5,"EGF","M",29.27,3.41,1.04089615931721,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"TGFbeta","M",36.08,3.3,0.878072523728401,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"Eotaxin","M",118.53,2.64,1.04625297908024,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"GM.CSF","M",13.94,12.88,1.08229813664596,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"RANTES","M",4025.3,9.09,0.910489184647017,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"I.TAC","M",163.15,32.66,1.01854164065426,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.RA","M",167.53,55.74,0.82259648433664,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MCP.1","M",426.46,20.12,0.589008742731655,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.6","M",8.77,7.71,0.784436493738819,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MIP.1B","M",45.38,32.55,0.699660807893925,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"TNF.alpha","M",14.2,14.2,0.974605353466026,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MDC","M",1069.44,286.83,1.08934228351991,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"HGF","M",150.52,74.94,1.70406430431337,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.12","M",748.56,112.39,0.867332514541283,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MIF","M",57.79,5.06,0.441887138706224,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",5,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",2.7,803
"BC116A","10 Mosquitos",6,"RANTES","M",2159.4,9.09,0.488438214624194,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.RA","M",160.13,55.74,0.786261416085633,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"TGFbeta","M",19.77,3.3,0.481138963251399,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MIP.1B","M",32.55,32.55,0.501850138760407,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"GM.CSF","M",13.47,12.88,1.04580745341615,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IFN.g","M",14.44,14.44,1,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MIF","M",85.69,5.06,0.655222511087322,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"Eotaxin","M",65.16,2.64,0.575161091005384,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MCP.1","M",373.61,20.12,0.516014529784677,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"G.CSF","M",113.59,113.59,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.10","M",13.57,13.57,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"TNF.alpha","M",14.2,14.2,0.974605353466026,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"EGF","M",32.28,3.41,1.14793741109531,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.12","M",526.36,112.39,0.609876485991704,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"HGF","M",74.94,74.94,0.848409373938639,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IP.10","M",4.38,4.38,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MIP.1a","M",28.54,28.54,1,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.8","M",11.68,11.68,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MDC","M",914.86,286.83,0.931885548979862,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.6","M",9.23,7.71,0.825581395348837,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.17","M",30.96,30.96,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.1B","M",12.04,12.04,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"IL.4","M",38.96,38.96,NA,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",6,"I.TAC","M",178.32,32.66,1.11324759645399,"Cyno","Dengue virus",5.5,1650
"BC116A","10 Mosquitos",7,"HGF","M",74.94,74.94,0.848409373938639,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"EGF","M",18.94,3.41,0.673541963015647,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"IL.2","M",43.77,43.77,NA,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"IL.5","M",6.45,6.45,NA,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"IL.15","M",75.45,75.45,NA,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"VEGF","M",1.35,1.35,NA,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"MIG","M",24.23,24.23,NA,"Cyno","Dengue virus",1.5,440
"BC116A","10 Mosquitos",7,"I.TAC","M",114.3,32.66,0.713572231239855,"Cyno","Dengue virus",1.5,440
